"text","stars"
"Very cosy restaurant. The best seats IMO are by the counter, where you can watch the kitchen make their pasta dishes. Make sure you reserve a table for...","3"
"Man! My fellow English Yelper peeps and our trusty app did it AGAIN! 3rd day in the fabulous city of London. Whilst enjoying a brisk tour of the Tower of...","5"
"It does not get better than this. Excellent staff.  Smart, kind people.  The perfect spot in primrose hill to eat.  The menu is magnificent. Something...","5"
"Well what do you know I came back and I tried A LOT of new things, two of which were avocado toast. I know right, what has the world done to me.Their...","5"
"I would say 4.5 for the food and I'd take away .5 for the rude service. My friend I were visiting a friend who moved to London for school. When we checked...","4"
"Lovelies italian market and got bunch of italian things that you need. Good fresh pasta and pizza served here very worth it to go. Can be quite expensive...","4"
"We both got the Crostino pizza. It looked absolutely delicious. The crust was good although the rest of it had no flavor. It was also cold so we asked for...","1"
"Very nice Italian where you can buy some products and have a lunch with a friend or a quick coffee.","5"
"I entered ""French restaurant"" in the Yelp search field since this is my first time in London, and this was the first restaurant to pop up. I was too...","5"
"One of my favorite restaurants in London! This is a small restaurant with tables lined on one wall and a bar on the other. This small cozy restaurant had a...","5"
"Lovely first ""French"" experience in Covent Garden.Very intimate cute little place for a date dinner or friends gathering. Wonderful service and food.","4"
"Service was slow due to the place being packed. And our order wasn't correct. But the good we did get was very good.","4"
"It was a real pleaure to eat at Barshu. The food was great, solid 4*. Oddly not quite as hot / numbing as I've had before. The Dan dan / buckwheat  noodles...","4"
"Amazing restaurant! Feels like you are in China. Service is good, waiters are very friendly and helpful. The choice of dishes is large and various (with...","5"
"Love love love this place.  Joined a few friends for dinner, and could instantly tell upon arriving that this was a winner.Very little to dislike about La...","5"
"We decided to try out a new place and this was spot on! The service was great, the place is cozy and the food was delicious! The meats were juicy and the...","5"
"Ah-MAZING!! A must try if you love grilled meat and Argentinian food. Like, I'm racking my brain right now and cannot think of a single fault. I ordered...","5"
"Scottish Egg and Venison - Delicious Michelin starred pub in Fulham LondonI took an Uber on a rainy Friday night through slow London traffic, and it was...","5"
"Everyone knows that when in London, you gotta find yourself a proper English Sunday roast, or you might as well not bother traveling to this city at all....","5"
"One of my favorite meals in London! In my research for best food in London, I saw online that this was the only pub with a Michelin star in London. This...","5"
"Wow, this place is special! It's a very authentic Greek restaurant located in Primrose Hill. The interior is wonderfully decorated and makes you feel at...","5"
"It's funny to see that Lemonina has such mixed reviews!We sometimes take a detour on our walk home, and we noticed that this place is always always busy,...","4"
"I was quickly seated upon entry and served by a waiter, which already was a good start. I got the aubergine ""salad""- really a dip- and the artichokes and...","4"
"This restaurant was featured in a YouTube video, ""20 dining places to visit before you die"".  The Italian neighborhood in London where this restaurant sits...","5"
"I've had my eye on this place since we decided to go to London and we conveniently ended up getting an airbnb around the corner from this restaurant. Let me...","5"
"Amazing Italian food in London. My friends stumbled upon this and we were not disappointed. The chicken is fabulous and the drinks are very well done....","5"
"Great spot for a quick bite and hot soup. My mom got the hot noodle soup called the Chicken Gyoza Soumen and it already contains the noodles, veggies and...","4"
"If you're in a hurry and you want average sushi then this is the place to go. The prices are good! Other than that I would choose to go somewhere else if I...","4"
"Wasabi- Kings XWasabi is one of my favourite places for quick bites at the London Kings X station, or sometimes I get take away items from one of their...","5"
"Personally, I prefer The Ivy Asia next door, simply because it's way more extravagant than this old classic. That's not for this place's lack of panache,...","4"
"Ivy is making a presence in key London neighborhoods. On a recent visit, I got to dine at a few by chance. Did not know of this location and came across...","4"
"I really wanted to like this spot but it fell flat in multiple ways. I don't think our server smiled once through the entire course of our meal and it was...","2"
"Attempted to dine in on a Friday night late October 2021. There were a least 100 people inside the restaurant (a testament to how good the food is as it...","5"
"I went to Tayyabs on a friends recommendation. It's clearly extremely popular because there's a huge line. I was a solo diner so I was happy they...","3"
"We went here purely on a friend's recommendation. The place was packed with a wait of 45 minutes (we didn't have a reservation). We were seated on the...","4"
"Wonderful food and an absolutely amazing experience.  I actually happened to meet Sally and Jamie on one of their rare days off away from Persepolis.  Over...","5"
"Still my fave veg restaurant, for the tasty food, the huge portion sizes and cheap prices. Yes, you should make a reservation and you'll likely still have...","4"
"EXQUISITE VEGETARIAN PERSIAN FOODIE EXPERIENCE! Wow. This was the ""last supper"" of a five week Europe trip. My local London pals like it and wanted to share...","5"
"***A very late review...visited in July of 2019***Coppa Club is a beautifully designed restaurant and bar situated right on Tower Bridge pier. Half of...","5"
"***visited March 2019 Beautiful restaurant with incredible food and friendly staff!I absolutely adored my time at the Coppa Club - smart to get a...","5"
"The location was fabulous. The bartender made good drinks and was nice The waitress wasn't very friendly. The man that I believe was the manager was picking...","2"
"Loved the hoppers here!  Not something that I can get anywhere in North America except maybe in NYC and Silicon Valley...  Just in London, Sri Lanka, and...","5"
"Hoppers might be one of my true loves if I'm being honest. I live for their bone marrow varuval and egg hoppers with coconut chutney and mutton curry. Also...","5"
"They didn't offer reservations so i assumed showing up at 9pm we would never get in... but sure enough 45 minutes last we got a text that our table was...","5"
"Love their foods and services! Thank you for FREE GIFT~ find the GM from the Bryant Park branch!!","5"
"Burger and lobster is pretty much telling you what it is. It's a restaurant that sells burgers and also lobsters and in some dishes it also comes with both...","3"
"Pretty good.  The lobster Mac and cheese was ok. Had burnt parts that didn't taste good.  the fried starter was really tasty though The burger was decent....","3"
"Best pho ever. It is super light. Unlike the other pho, contains a oily soup brooth.I also enjoyed their unique atmosphere and outdoor setting.I would...","5"
"The laksa here is so good!...and decently priced. There was a line when we were ordering and they had limited seating. Some people had to take their orders...","4"
"Very nice small noodle bar with good and flavorful soups at very good prices. I had a Laksa with shrimps that I liked a lot and it was a good portion well...","4"
"Michelin British fare in the Mandarin Oriental Hotel.A La Carte Menu with a little historic synopsis of each dish and a little bit of history.  Extensive...","5"
"Service was excellent. Went for a birthday and had a great time! Thought rice and flesh was a little too salty after a while. But that's my only issue....","4"
"Dinner by Heston Blumenthal is located inside the Mandarian Oriental hotel. We arrived a few minutes before opening time at lunch, so the bartender took our...","5"
"I made the mistake of ordering pizza from here. It's really really good, and I lived across the street.... so it was kind of a problem.","4"
"This place is really good and also have us really great service. My group of 5 all loved our various dishes and beverages. The previous review about them...","5"
"Delicious Italian food but did not honor the yelp coupon, just looked at it said ""no we don't do those ""","3"
"We have a crew in London from the USA. I cannot tell you how impressed we have been by the VQ restaurant and staff.Several times we have been in late at...","5"
"Food was good (4 stars) and while seated next to the kitchen, was able to see all the food coming out of the kitchen, great presentation (5 stars), very...","4"
"Battersea Pie Station, under the arches of the lower ground floor of Covent Garden's Market Building, serves up proper British grub.Simply look for The...","5"
"Honestly I was a bit disappointed.  The pies were solid- we had the Chicken and Mushroom and Steak and Stout.  The setting is disappointing.  We had wanted...","2"
"Oh. My. Goodness. I have to admit that I really visited here because I wanted the Sticky Toffee Pudding, but the sea of pies with perfect crusts had my will...","4"
"Brasserie Zedel made my parents' birthday dinner so nice. I treated my parents to a birthday dinner while we were here in London on vacation and I saw...","5"
"I never leave reviews and give the benefit of the doubt usually, but this place gets zero stars. Negative stars if I could. Go literally anywhere else....","1"
"Food was delicious, service was excellent! The host at the bar American where we waited for our table to be ready, was top notch and extremely kind and...","5"
"How is it that this is the first review for this place?! No matter, as I am not shy to steal the virginity of a Yelp newbie! (Yes I realize my own...","4"
"Perfect service and delicious food in Kensington! Three of us meet up here for a pre-Christmas catch-up lunch in London. We knew we'd be in Kensington, so I...","5"
"I have been walking by Alexandrie many times always wanting to try what looked like a chic restaurant in Kensington. I booked and was totally surprised at...","5"
"This place is WONDERFUL!Great Steaks! (The sirloin is incredible!) It's fun! (You cook the steaks to your liking on a hot plate)The seats are all so...","5"
"Food was okay i would totally go to flat iron for better and cheaper steaks. Staff is friendly and place and ambience are good. Poor exhaust for cooking...","3"
"Besides a fondue restaurant, I've never cooked my own food at a restaurant.  Here when you order a steak, you cook it at your table.  It was fun, albeit a...","4"
"The food was great the service was phenomenal and the atmosphere is absolutely amazing I loved the music and the hookah, I also highly recommend the tajen...","5"
"We booked a table here before watching a play at Hampstead Theatre. There was just one lady at the front of the house, but she was super efficient. When we...","4"
"Fantastic Lebanese food! Extensive menu that serves both vegetarian and meat eaters. Over 25 mezzas to choose that will not come close to breaking the bank....","5"
"I've noticed that asia really loves corn. As in, instead of fries, they genuinely go- 'would you like corn in a cup with that burger?!', at least in...","4"
"After many Brick Lane trips and sampling my weight in Malaysian pancakes, I finally bought one! I'm in love with these glutinous black rice coconut...","5"
"My lemon ginger pancake was delicious!  I'll definitely come back on a Friday for the Yelp special offer.  :)","5"
"Lovely presentation and fab ambience. Particularly liked the library feature on the ground floor and the lift was pleasingly quirky. The food was just ok...","3"
"Love Madera because of restaurant manager, Liz. We go there at least once a week and she always treats us special. If you want great food and a fun vibe, go...","5"
"Exceptional staff & service. The vibe and decor set the right tone from the moment you walk in. After dinner don't miss out going upstairs to The Nest for...","5"
"I was delighted to find this place a few blocks from my friends flat. It's 100% vegetarian with plenty of gluten free and vegan options clearly marked on...","5"
"Amazing place in London !The decoration is really 30s and pretty cosy. The staff was really nice and friendlyI went there with my mum for breakfast and...","5"
"This was a lovely location. Stumbled upon it while walking around London. My friend and I were enjoying the shops in the area when we saw it standing out...","5"
"I went at 10:00 am on a Monday and there was no wait. Upon arrival I was seated immediately and was able to pick where I would like to sit. After getting my...","5"
"A gem. Service was errific, the waiter recommended a delicious Thai juice that was better than cranberry juice. Vegetable box was fun and full of flavor,...","5"
"The food was pretty good here.  We got the pad see eww and seafood something, I can't remember.  It was about 3 months ago when we came here.  The food was...","4"
"Cash only!A review from a tourist perspective. We had a group of 5 on a Tuesday evening. No wait, but had to sit at the community table. They are not...","4"
"American tourist here! The first few meals we had in England were nothing to write home about, but then my cousin recommended we try Holborn. If I could...","5"
"Before an upcoming London trip, I'd wanted to try classic British cuisine in an upmarket setting. I found Holborn Dining room from a google search, and...","5"
"This is the definition of ""splashing out."" In no  other world would you pay £22 for a steak and kidney pie...or any pie. Having sampled said steak and...","4"
"Lovely neighbourhood restaurant.  Underappreciated I think. Chicken is particularly tasty. Restaurant is rarely crowded. Perfect if you are a superstar...","4"
"For the food it's a 5/5 star but the overall experience I give  a 4/5 star. Excellent portion size and the food was realllly good! The lamb stew and...","5"
"Impressive meal in an impressive tavern in London!  One of my colleagues in our London office planned a dinner for us while on business in September and he...","5"
"Met some friends for brunch at this gorgeous spot! So much art, decor and ambiance to enjoy your stay!  I wouldn't recommend the fish and chips as it's a...","4"
"We came here for a work dinner and I found the food to be quite good with a very elegant decor. The only downside was that we found service a bit slow,...","4"
"El Rincon Quiteño is a charming, family-run Ecuadorian cafe with wonderful service and tasty authentic cuisine. I got the salteña and the pork knuckle soup,...","4"
"As a staple of Holloway Road, El Eincon Quiteno has a big local following, clearly visible by the fact that it seems eternally busy at all hours of the day....","4"
"The food is three and a half starts, but the atmosphere is easily 5 stars. As I love the place so much it has to be in the coveted five star category.This...","5"
"The best ever burgers we ever had . Service and cleanness and atmosphere are fantastic . Absolutely perfect   wow","5"
"We rented a flat right access the street for a trip to London and this was the first place the showed up on the mall that had steak.  We were greetedted...","4"
"It kills me to write this review because there were so many positive aspects of this experience, however, service was decidedly (and at quite a cost) a huge...","2"
"I absolutely love this place. All the evenings I have had here have been seriously epic. I never leave Apollo before 2am, yet I always feel like I am one of...","5"
"By far THE best greek restaurant in LONDON.Great service warm and cozy placeThey are also offering 2 for 1 dinners which suprisingly they have not...","5"
"I have given Apollo 5 stars for the food. There are not really great good bozukia places in london that i know of and to be honest i havn't been out on a...","5"
"The Jolly GardenersExcellent modern informal refurbished local Gastropub. Simple menu of sharable plates, main meals, and deserts. To start we ordered the...","5"
"Took the Italian girlfriend for a true German experience - one of the best Germans in London, certainly better than the Bavarian Beerhouse or other ""tourist...","5"
"Sadly they closed the kitchen an hour early that night so we had a beer and a cider and moved on","4"
"Absolutely delicious food, best Turkish food I've had. I got the Kazan special I believe it was called and it was a substantial amount of food, and very...","5"
"Kazan Kitchen was our first time eating Turkish food and we enjoyed every bit of it! This place was right down the way about 5-7 mins walk from our hotel in...","5"
"Extremely recommended from the service to the quality to the ambiance to everything. Wow, a true experience.i was seated to a nice setting with great staff...","5"
"AMAZING Chicken and food in general. Perfect place for dinner or brunch. So on our trip to London we were staying in Southern Chelsea. My sister had heard...","5"
"It's as good as it gets for the price. I always seem to find myself at a Nando's whenever I come to London. I got the 5 wings with two sides. It was my...","4"
"Fresh quality like home made. Grilled Chicken Burger with several good varieties of your choosing one or two sides. You are able to choose flavors, and/or...","3"
"We really enjoyed Hammer & Tongs. Tried all three appetizers (curried fish, biltong, bread); had the Baby Braai (chicken, pork belly, lamb, chips, couscous...","4"
"The restaurant layout is simple: a huge braai at the back of the restaurant with tables and chairs set up at the front, a bar downstairs and a separate area...","4"
"South African food menu. Nice basement bar with good service and interesting drinks menu. Upstairs restaurant area very causal. Location needs a cab or Uber...","4"
"Very good. Inexpensive (half the price of pubs selling pies). Very filling. Peas were (thankfully) not mushy and slightly minty. Was in need of a beer and...","5"
"Nice location, good ambience and the staff looked after me and the Mrs very well. I would recommend and keep on doing your thing","4"
"Our last day in London we took a ride up the river to Greenwich and stopped in here for a traditional British meal. We loved the history of the place and...","5"
"Great brunch place with friendly staff and really good pancakes with sausage and bacon!","5"
"We were trying to go to The Breakfast Club next door, but when we showed up, the line wrapped around the entire building. The host of Soho Joe saw that we...","5"
"Went here with party of five. Only ordered a couple things but they were both excellent in flavor. The waitress was attentive and the place was well kept....","5"
"Great little breakfast spot London. Our first time visiting London and across the street from our AirBnb was this little gem. Waitress was a super friendly...","5"
"Tasty food, the veggie sausage was excellent, affordable prices. The most wonderful aspect was the friendly  service especially by the bubbly and vivacious...","4"
"Asked the gentleman running the place to give me his favorite menu item, and it did not disappoint. He was very friendly and took his time putting my order...","5"
"The Market Halls is an extremely popular food court, right next to Victoria Station. We decided on a fast-casual dinner since we had 7:30 pm tickets to see...","4"
"A relatively new eating option in the Victoria section of London is the Market Hall Victoria.  I like their Fulham counterpart so I was eager to try the...","3"
"This place is perfect when you want a little bit of everything! Hip with big communal tables, this place definitely draws a young crowd. Everything we...","5"
"Ok, so I walked in cold on a Saturday night after a long flight. Staying at the hotel, but found this on Yelp and thought ""really, a highly rated Mexican...","5"
"Food was creative and delicious.  Service was great.  They have a very nice Sunday brunch.   The price cure is our thank you for dining there. Would...","5"
"It was disappointing from the start.  The hostess blatantly Doubted our reservation until I show her my confirmation email. She then seated us next to a...","3"
"Good food, very authentic. Interesting menu. We enjoyed what we ordered although it's been a few months since I was there. It is located somewhat off the...","4"
"Love this place, in fact, it's the best Chinese Restaurant my partner & I have found in London!Great food, well prepared, truly authentic, not too pricey,...","4"
"Great spring and duck rolls!! Lovely cultural atmosphere right by Great Portland underground station. Air conditioning was superb and staff was kind....","4"
"Great fish and chips with an old school vibe. You can not go wrong if you are looking for the British fish and chips experience.","4"
"This might be a ""high expectation"" issue. I came in excited to try London's gold standard fish and chips. The service was excellent. The fish and chips were...","4"
"English traditional fish and chips in london. The fries is amazing, but the fish isnt my liking to be honest. Different way of eating it too with vinegar...","3"
"Wow! What a gem. Great service. Delicious food. Best Peruvian food in London! Highly recommended","5"
"I've visited the place twice and it was really great specially the Peruvian food was delicious and it comes  with a good price.","4"
"Remind me of Peru and Colombia. I love Colombian and Peruvian food.Highly recommended.","5"
"Amazing food! Do not let the location dissuade you from visiting. It is not cheap, but I believe the prices are totally justified given the quality of the...","5"
"Very nice Latin American restaurant with good ambient and service. I had many plates that I shared (Chicken Empanadas, Chicken Skewer en Mole, Pork Belly...","4"
"We stumble upon this restaurant by chance and I highly recommend it. We tried a few different items from the menu. The Plantain chips with guacamole, the...","5"
"We've been here six or seven times in the month we've been in London. Everything we've eaten, hot and cold Menze, Istanbul chicken with mushroom sauce...","5"
"It's hard to miss this place as it almost seems to be part of Great Portland Street tube station. I was passing and hungry and, having no better inspiration...","3"
"Not much to say about it. The restaurant portrays itself as a Turkish cafe, and they certainly have Turkish style food, but it was average food at best....","3"
"Excellent food, busy and energetic. Considerate service and just a terrific brunch experience overall. Plan to go back - and soon!","5"
"I took my wife here for the first time and we had another great breakfast.  She tried the sweetcorn fritter and I went for the green goddess.  So much good...","5"
"A great place for breakfast, I would say go early as it get's busy. I had the Traditional English breakfast, the Eggs were a little under cooked for my...","4"
"Absolutely 100% worth the visit. Saw this pub/restaurant featured on Bourdain and had to check it out. It's a very cosy pub - the kind of place where you...","5"
"This is such a beautiful pub, with plenty of room and a secret garden area at the back. Service was good although a bit slow considering there weren't...","3"
"Spectacular. The pub is beautiful, great natural light, the space is wide open, and feels refreshing. The wine list rivals the best restaurants. The...","5"
"If you're looking for a nice place to relax or talk to friends this is the place to be! I came solo and fell in love with the cute vibe of this cafe. I got...","5"
"Apparently we stumbled upon a pretty popular place for tea for two without knowing it.  Just wanted to get out of the cold weather for a bit and have a cup...","4"
"Very cute place in London. Not a high end tea shop but a a nice alternative if you're looking for a low cost place. Brought my parents here who are not big...","4"
"Overall score probably 3.5. The Real Greek has become a popular chain restaurant, the atmosphere is very relaxed with off-street seating. Service was fast...","3"
"We went here for late lunch...we ordered dolmas, jackfruit wrap & falafel wrap. Everything was very delicious fresh & tasty. But my favorite was the...","4"
"I recently visited this restaurant while on holiday and this will definitely be on my ""must do"" lists for next time. The Real Greek is a casual restaurant...","5"
"In the middle nearby Picadilly you'll find this unassuming restaurant serving a ton of good japanese food options.I saw a guy receiving a literal boat of...","4"
"I've been to Eat Tokyo quite a few times. I must say the food is actually pretty good. I find it tasty, good portions and it's also affordable. A personal...","4"
"Seriously for the chicken wings alone I'd have given it 5 stars, let alone everything else was also perfect.My only complaint is that it can be way too...","4"
"Last week I got to try Filipino food for the first time at Romulo Café on Kensington High Street even if it's not your part of town it's handy for an...","4"
"When I visit cities in any parts of the world, part of the thrill is finding gems not everybody has been to/ has tried. When you think of London, your...","4"
"An absolute delight of a meal here! I was new to Filipino food and was excited to try the flavourful cuisine. I started with a gorgeous Boracay Dreams...","5"
"Pre-COVID review:We needed a place to eat and the wait for Flat Iron was too long. Thanks to Yelp, we found Bodean's and we also found that Bodean's has...","4"
"Walked by and the menu made me drool. Made reservation for the same evening. The staff was very lovely! Hawaiian Punch was yummy. The food was just ok. The...","3"
"Pretty mediocre Texas style BBQ, especially if you've had a chance to try the real deal. It'll get the job done to satisfy those meat cravings, but don't...","3"
"Shared oysters , turbot special with fennel in bouillabaisse sauce.  Fantastic, highly recommend this place.  Nice ambiance too on a Wednesday night.  Busy...","5"
"We loved this area and decided to come back on our way to our hotel from Harrods.  Came to this charming looking eatery with a very romantic patio.  We sat...","4"
"Dropped in for a meal before a show. The Haddock was delicious as was the Creme Brule. Washed down with a glass of champagne followed by some Sancere.The...","4"
"Stellar. Simply stellar. A delicious take on ( largely) Polish food; a lovely dining space ( although tbh the seating arrangements for tables for two could...","5"
"Surprisingly delicious food and amazing service. My husband and I went here after work last Tuesday. It's a very unassuming restaurant front, with the...","5"
"When my husband and I visited London on our honeymoon, we were excited to try different types of food, as this is one of the most international cities in...","4"
"My boyfriend and I stopped by this location while we were in Europe. We loved it! It was pricy but the food was amazing so we won't complain. The price...","5"
"Tasty food (enjoyed the tapas style plates very much), but the worst service in London.  Some of the staff is also rude. Make sure you have a couple of...","2"
"After walking past San Carlo Cicchetti so many times on various trips, I decided to check it out for lunch. It was really busy around 1-2pm and smelled of...","4"
"Simply amazing.  Great service and awesome food.  The Dim Sum was delicious, as was the Peking Duck.  The King Prawns though, along with the crispy beef...","5"
"Not having been back to Hong Kong for some time, I don't know any other restaurant that has fine dining for dim sum. It certainly doesn't exist in NYC....","5"
"The best dinner dinner we had in London .  Amazing experience was from the moment  you walk in the door. AllThe was was awesome . I think everyone Helps...","5"
"First time having Laotian food and it was absolutely delicious! I can't take much spice and the restaurant did a good job of accommodating. We ordered the...","5"
"I always make a stop here when I'm in London. Mainly because every time I'm in the UK I don't eat a single vegetable other than potatoes and my digestive...","4"
"Ive had my fair share of Laos food (restaurants & home cooked), and i must say, the reviews on here for this restaurant are a bit off. I guess, if theres...","2"
"Sophie's is a steakhouse type of restaurant with a contemporary ambience and very cool vibes. It is located in Soho and a stone throw's away from many major...","4"
"Went here for breakfast and I was surely in for a treat. I ordered the full english breakfast and it packed a ton of flavor. The baked beans were like...","5"
"I love visiting London - but usually struggle with finding great food. After several mediocre meals - we found Sophie's. It was by far the best meal I've...","5"
"Headed here because of it's high ratings, dinky place, the friend who I came with is an absolute japanese food FIEND, and he was perfectly damn happy. Not...","4"
"I was lucky enough to head down to Cardinal Place, only to find Juzu was popping up as part of the weekly (on Thursdays only) food market. They weren't...","5"
"Ever since discovering takoyaki in Osaka last year I've been craving it. Found these guys on brick lane by chance. They are from Kyoto - so from the area of...","5"
"I am a big fan of Japanese food and Roka is a big hit in my book... you pay a hefty price but it is well worth.I would certainly recommend the Tasting...","5"
"Expensive, classy Japanese fare in the heart of Fitzrovia. You'll pay a hefty price for this meal, but it's worth it for special occasions. The dishes we...","4"
"ok, it's ok - but despite its claim, it's not Japanese.  The atmosphere is friendly, modern and inviting.  The cooks constant shouting of ""Hey!"" on the...","2"
"The flagship Gaucho as I see it. Impeccable service.They really can't do enough for you, but aren't buzzing around you.   They appear when needed like...","5"
"The worst service and food I have ever experienced. To start our manhattans we're terrible, barely any alcohol mostly sweet vermouth. My 5 year old daughter...","1"
"The interior is definitely a cool theme. They have the cow hide everywhere which makes for a great ambiance to a steakhouse.I will start out by saying the...","3"
"It's nostalgic and the best sandwich shop. When I studied abroad in London back in 2006- I was so lucky to live up the street and got to eat here everyday!...","5"
"This is the best sandwich shop in the world and I look down on anyone that disagrees. Just kidding. The sandwiches and employees here are pretty amazing...","5"
"The best sandwich I have ever had in my entire life. I recommend this place to all of my friends and family. Not only is the food amazing, but the prices...","5"
"When you enter, you're immediately greeted by the staff. They were very friendly and helpful. The service was also really fast. I had the Sweet Chili...","5"
"I came back after two years and unfortunately the experience wasn't as good as before. The place moved and from being a mostly take-away place with a bunch...","4"
"Around the corner from Wombats hostel where we were staying, and went in on a whim. I had the bento box combo (so miso and gyoza on the side) with spicy bbq...","5"
"We were seriously blown away by the rolls we had here. The spider roll and red dragon roll. HELLOOOO WHAT IS THIS?! It's good sushi. Yum.","5"
"This whole food court blew us away. I'm not sure if we missed it on our last visit to London a few years ago or if it is new. Anyway, we were certainly...","4"
"This place was great. Not your typical sushi combinations but well worth it.  The apps were fantastic, we would go back. It is a small place so on a busy...","5"
"With a lot to pick from in this area, I was glad to have landed on the Wright Bros location. I was ""flying solo"" for this outing and the service was...","5"
"We were walking along Carnaby street when my friend was craving oysters. We decided to come to Wright Brothers  which is located on the ground floor of...","4"
"Came here for dinner on my recent trip to London. It was one of the highlighted meals of this trip. Remember when I went to Paris several years ago after...","4"
"Great food and 4/5 service at this establishment. I had the vegan schnitzel which was spectacular- I'm still dreaming of the smoky red pepper hummus spread.","5"
"Great place proper sized portions excellent quality great serviceOne of the best places for Deutsche küchea","5"
"Charming, upscale, and a great find! We were walking around looking for the perfect place to eat at and we passed up on all of the uber modern and trendy...","5"
"Super good. Found through a simple walk by. Pretty long line got my attention and everyone sitting outside enjoying intrigued me. I checked out the menu and...","5"
"Loved the concept and food. If you are on budget and want to try out something different then this is the spot. You have to be careful with picking the...","5"
"Ok, so I have been walking past Wok to Walk for quite some time now with the assumption that the food is pre-made, dump in the carton, generic chain food. I...","4"
"A good spot for morning coworking, coffee, and breakfast.The space is open and well lit, with tons of rotating art. It's good for creativity and just...","4"
"My friends and I got tickets for a music event on Friday for our friend's birthday. We needed to be there before 11p and showed up at least 15 min in...","1"
"Cafe by day and bar vibe by night, this Shoreditch hang-out has ping pong, changing art-dotted decor, and from what I hear quite the social calendar of...","3"
"Dim sum in London? Yes, absolutely! If you know where to go...Just like So Cal, the best Chinese restaurants in London are not located in...","4"
"The best lobster i have ever tasted! Friendly service makes it suitable for friends dining together","5"
"Excellent Chinese food and superb hospitality at a very reasonable price! The menu has great variety, with lots of pescatarian/vegetarian/vegan options. I...","5"
"After building up a appetite I suggested we eat to soak up the booze. After some thought I chanced it here because I had walked past it a few times going...","5"
"This restaurant is just awesome. The Italian atmosphere and food are fantastic... they also offer gluten-free pasta and starters which makes this restaurant...","5"
"Good Italian food. Good service. Would come again. Got the gnocchi which was very good. My wife got the chicken and leek risotto and she liked it a lot.","5"
"Really nice fresh British seafood with wonderful French wines to match.I got the seafood platter and 500ml of Chablis to pair with it. Only a few tables...","5"
"Dinner at Wright Bros was a great way to wrap up my quick trip to London. The restaurant is small and very cozy -- ideal for date night. (I wouldn't...","5"
"Wright bros in south Kensington London is a great spot for seafood. Went there for lunch today and had amazing steamed mussels in Panang curry. So freaking...","5"
"Came here for lunch over the weekend with my boyfriend and had a great time! Had one of the lemonades for drink (they have lots of non-alcoholic virgin...","5"
"I love coming here. The food is always fresh and cooked to order. The customer service is on point and you can make online reservations prior to going. My...","4"
"First few minutes here and the bartenders were both very rude. The male and female behind the bar. I asked politely if they wouldn't be able to charge my...","1"
"Talk about some good, fried chicken wings!I loved that they were the ""whole"" wing... so instead of breaking them into 2 (drum and wing), they kept them...","5"
"I went for lunch with a friend. I had the caesar salad and onion rings, and my friend had the caesar chicken slider with fries. The food was pretty good,...","3"
"Great burger great fries!!!! Even a nice note attached to my order!!! Definitely recommend","5"
"So the story here is you can choose between two menus. One is 6 courses long and the other is 10. But before you decide you are generously given a series of...","5"
"Bottom Line - This is a fantastic dining experience if you find yourself in London. Online booking is simple, the restaurant staff is very friendly, and the...","5"
"When your legs don't work like they used to beforeAnd I can't sweep you off of your feetWill your mouth still remember the taste of my love?Will your...","5"
"San Francisco quality Chinese food in London -- and that is hard to find, compared to what I usually consider fairly bland, unimpressive Chinese in much of...","5"
"Delicious!!!!!! Omg this was a 1am savior! After being out pretty much all day shopping, eating, drinking and dancing, this place closed the day on the best...","5"
"New Mayflower restaurant has always been a reliable choice for authentic Cantonese food although they also devote a page to the northern Chinese cuisine...","3"
"I'm sad this is temporarily closed... they must be remodeling. This was one of my most memorable memories in London. The finger sandwiches and macaroons...","5"
"This review is for afternoon tea at the Pavilion, which is the location to go since the Orangery is being renovated right now.  We reserved a spot, but...","4"
"What's a trip to London without having afternoon tea? We got the royal tea and that was amazing. It tastes a little like earl grey and that's my favorite....","4"
"Don't arrive early or you'll be sorrier than a cracked crustacean's claw. Kitsch sticky menus needed a bit of explanation and if the menus change regularly...","4"
"If you're looking for great, fresh seafood and a quirky dining experience, The Lobster Pot is a good choice. This small french restaurant in Kennington...","4"
"My wife and I chose this place for our last dinner in London before heading back home to DFW. I had read about this restaurant in some top 10 lists for...","5"
"Good food, nice atmosphere, drinks are the thing so be prepared for a twist on everything you are used to. Great fun for a group","4"
"Good food, but service was inattentive and inefficient.  The drinks which represent the brand were ill-prepared and rushed.  This on a Monday when the staff...","1"
"First real restaurant in London and it was beautiful, their cocktail menu is expansive and had so many potions and drinks with fire! A lot of cool things to...","5"
"I'm upping my review from 1 Star to 5 stars. I do not know what has happened, but my dad was in town and I took him here, the food far out matches any other...","5"
"Don't forget about the third Bun. If you type in only 'bunbun' you won't find it!You won't find more gracious warm service--the guy helping us was really...","4"
"Nice food here - the portions are large so you definitely get your money's work. I would recommend both the pork and betel leaves and the Hanoi bun cha with...","4"
"I really want to love CLAW, as I work nearby and I LOVE seafood. I've had many a lobster roll, whole crab, and ceviche in my life.I came to try their new...","3"
"Did not disappoint. Walked in after Dishoom next door informed me it'd be a 2 hour wait. Didn't feel up for lining up solo. Claw had no wait when I popped...","5"
"Super nice food and all the staff are kind and helpful! Highly recommend lobster and crab rolls aswell as Miso steak!","5"
"This is great malaysian restaurant in my opinion. This is comparable with rasa sayang in my opinion. They are both great not like roti king (ew). It makes...","4"
"asian food done the white way, if you want authentic food stay away.","1"
