text,stars
"Can I give this place negative stars?  This is the only place in MA that I fight the urge to sneer at every time I pass by.  Yucky, runny, soggy eggs and toast.  The coffee is terrible with a capital ""ick.""  Seriously - the first taste made me shudder.  If you make it through a whole cup, don't worry, they'll charge you full price for a refill.  And they are really unfriendly to outside coffee cups: they have a whole trashcan full of cups from peet's, starbuck's, au bon pain, tealuxe, etc.  The service was awful and they charge extra for everything!  Has Bush rationed syrup for the troops?  Free syrup for everyone!",1
"i hate to give a bad review, but i work in a restaurant and when i see the owners being so mean to the patrons as well as the staff, i take issue. the food's pretty good, and i admit, i do like their coffee, but the atmosphere when listening to the owner talk down to people makes me cringe.....",2
"I've got one star for the Greenhouse, and that's for the decor, which is a wonderfully dated attempt at making the place look like, well, a greenhouse
But the rest of the things that make up a restaurant:
service- bad
food- bad
atmosphere- aside from the mirror paintings of plants, bad
And how about these fine details:  They have no bathrooms (grandfathered out of the law because they've been there so long) and there are really none nearby.  And, they don't take credit cards, cash only.  Cash?  Who carries cash?????
So, either you can get all mushy and sentimental about how Harvard Sq isn't what it used to be (and it isn't, trust me, I've been here for a very very very long time) or you can accept that the mall culture is here to stay, and that the most unique things have to be snuffled out like truffles, open your eyes, and admit that this place SUCKS",1
Stunningly terrible. Gets my vote for worst restaurant in Cambridge.,1
"It is a shame that in such a great location there is such a bad restaurant. First of all they DO NOT have bathrooms!  Also they don't take credit cards. The owners are angry all the time and even when paying the bill they treat you badly. The food is terrible. The salads are disgustingly full of cheese. I am not super fan of cheese but even my friends who are, were not very excited about it. Plus with a name like Greenhouse you would think they would have great salads with a wide variety of vegetables. Salads for them are basically lettuce and tomato. I am never going back.",1
"One star for this place is way too generous.  They only take cash, but dont post this in a conspicuous spot.   I got stuck in Harvard Square one day and went in to Greenhouse buy a cup of coffee and then asked if I may use their restroom.  The waiter on staff looked at me like I was scum and actually SHOOED me away, flicking his hand like he was swatting a fly.  What a meanie!  I actually cried!",1
"I am glad it is gone. Review left for posterity. 

It just irritates me that the overall ranking for this place is two and a half stars. It should be well under 2, which is why I have taken some time out of my very busy day to write a review and push the little one star button. 

I miss the old Harvard Square, but I wouldn't miss this place. It'd make a primo location for an American Apparel store or something.

With Leo's right down the street, there's no reason to go here and be subjected to bad service and the thimbles of juice. It's worse than Friendly's, and that's saying something because I hate Friendly's.

If I ever use the word ""sammy"" in a review, track me down and choke me with some food from this place. Christ.",1
"Good thing I happened to have cash on me. Sorry, I didn't look at Yelp before some friends went here for breakfast today, won't happen again.

Don't think I'll be going back. First off, when you say you have fresh OJ on the menu, that usually means you squeeze it yourself. When they brought out a cardboard pint of Tropicana I was confused. My friends weren't impressed with their ""large"" drinks either. 

For the price, you do get a decent amount of food for breakfast, so I didn't leave hungry...it just wasn't that great. For brunch on Sunday a better bet is Johnny D's in Davis",2
"Belated review, but I can't help to join in on the way too late grave pissing that this shithole deserved. Food was awful, service was beyond abysmal, and the prices were skyrocketed high. I wasn't around for the ""old Harvard Square"" enough to give a judgement, but you have to say, what are you really missing here?

Good riddence to bad rubbish.",1
"I feel like I have to give this place one star in memoriam. Or maybe it should be five, since it's happily gone forever? I don't know. I can't stand places that make it simply because of an amazing location and despite pitiful service and terrible management. That irks me to no end. This might be the first time that I've used the word ""irks"" so satisfyingly.

I take solace in the fact that so many people share my opinion of this now extinct establishment. (I am rocking the assonance today!) Anyone up for a party at whatever opens in the location? For real.",1
"Greenhouse, I spit on your greasy, overpriced grave.",1
"i used to go here sometimes in college, the staff was not too friendly but we still went there for some readon.  then one day i was sitting there eating w/ my friends and i saw the guy (the one w/ glasses who is always there near the counter) pick his nose, right there, in midbite- i saw him pick his nose and then serve a customer a desert (with his booger-picking hand). I never went back.
grosssssssssss",1
"Wow.  How do you screw up a grilled cheese and rice pilaf?? The grilled cheese wasn't even melted, and the waiter acted as though there wasn't anything he could do about it.  Food and service you'd expect at a dingy truck stop - what are they doing in the middle of Harvard Square?!",1
"I had breakfast there for a while but also had mixed feelings about the place (as the negative comments in previous reviews were obvious to me). Then, it took just one visit (the last) to tip the balance toward the con's:

Everything was great with my regular waiter, he knew me and was ahead of me every time... this time I sat at a different table/area and had to suffer the new waiter's indifference and antagonism...
The place is not cheap, however, after the second cup of coffee the aforesaid waiter indulged in advising me of the extra charge (1.25 for a small cup, that was news to me)...
The owner's attitude...reminding you how a big favor she is doing to the world, and what I learned while in line to pay: no, she will not sell you an English muffing with eggs and cheese outside the ""combo,"" as she turned down the request of a customer.

Bonus bits and pieces...food is just fine; no restroom; poorly insulated (don't sit at the wall tables in winter); flies in some wall areas (I imagine there's garbage cans on the other side); cash only.

So, there it is...if you like your eggs with an attitude...",1
"You do not go to the Greenhouse Coffee Shop expecting a gastronomical event.  You go to the Greenhouse Coffee Shop for a delicious piece of chocolate cake and some coffee.  You go expecting sticky tables and spots on your silverware.  You eat your cake, you look out the window watching the brilliant mix of Harvard Squares and you eat your tight cake.   
Gary read a few things on poor service and Gary needs to speak out.  The man who brought a delicious mountain of chocolate cake to Gary's table was probably the sweetest man ever.  He was quick with coffee refills, made friendly banter, and even cut Gary a deal on the a la mode (sometimes you need a little something extra with your chocolate cake mountain).  When asked about the location of the bathrooms, Gary will admit his chocolate cake smile turned momentarily into a frown.  However, the waiter was quick to point out alternative bathroom locations thus turning Gary's frown right back upside down.  
As for the no credit issue?  Gary burned off a whopping 3.4 chocolate cake calories jaunting to the ATM across the street and used the change to cart his bloated, sugar coma self back home in a taxi.",2
"thank god this place is finally gone.  i know, i know, harvard square ain't what it used to be but this time this change is for the better.

i came here with my roommate back in my sophomore year of college because we lived right outside of harvard.  i wish i had yelp in my life back then because we would have gone to one of the billion other places to eat.  

the common theme here seems to be that on top of the rude service and lack of someplace to empty my bladder and then stare at my face for twenty minutes, they screw up really simple food.  bad toast?  grilled cheese not actually grilled?  i will now add to this we had the worst omelets i've ever come across in my life.  if there's one thing that totally sickens me, it's runny eggs.  i ALWAYS specify when i'm even craving them enough to order them in the first place that i want them cooked.  thoroughly.  

the fact that they couldn't even get the three ingredients i asked for in the omelet right was bad enough, but aside from the inch on either end,  the rest of the omelet was not even cooked.  if i had wanted to eat the omelet more than i wanted to vomit on my plate, i would have had to use a spoon.   and they seemed to have forgotten the cheese as well, or perhaps i just didn't notice a few shreds floating around in my egg lake.

we had been eying the gorgeous looking cakes in the glass case up front, but after barely being able to stomach part of those omelets [that they also refused to fix, by the way], we just wanted out.  i was disappointed to read that they were dry and not up to par with their appearance, but i guess i wasn't surprised.   so, basically, paying mark up on food you could cook better at home, and crappy service to boot, lovely!",1
"Half star, really. Yeah,lol. These people absolutely suck.  I went in there with a friend, and after we had ordered our coffees, the waitress came over again and demanded, yeah, demanded, that we buy something else because they have a minimum of x amount of dollars that we should spend to sit there.  I wish she had told this to us before, I wish they had explicitly written this somewhere visible, and i wish i did not have that God awful chocolate chip cookie that could have been deadly if chucked at someone's head. The staff, the policy,and the cookies have all come from hell, and can go back there.",1
"What a poopsty.  First thing I noticed was the spotty silverware.  Thirty minutes into the waiting, I was wondering why people who came after me were getting the food before me.  The waitress didn't seem bothered by it though.  After waiting 45 minutes for my food, the waitress lady informs me that she lost my order slip.  THANKS.  I left promptly after that.  And whats with basing your restaurant in a greenhouse, WTF, do you see people eating in greenhouses, why would you eat in one, there are bugs (I did see a couple of flies during my foodlesss wait).  No bathrooms, and no credit cards (are you living in the 16th century, you have a window, do you see those cars out there, its the 21st century).  If I had a chance, I'd throw bags of manure in front of the place to keep people from coming to it.  Is there anything good about this place? Nothing, absolutely nothing.  This is Harvard Square, there are 1000s of other places to eat around here.  Don't make my mistake.",1
"You're kidding me right, 2.5 stars? In my whole life there has not been a point when  The Greenhouse was not the worst restaurant in Harvard Square. They won't let you use their bathroom! I want to be clear on this. They have a bathroom, they just won't let you use it. And, while they are not legally bound to provide a bathroom, there isn't actually anything stopping them from doing so. 

And another thing, the staff is so rude because the management not only treats them badly but also sets a bad example by treating the clientele badly. 

The fries are godawful. I can't remember what anything else tasted like but really, you can't turn around in Harvard Square without tripping over better food.",1
"Had to share salad dressing with table next to us & we kept having to ask for items since the server kept forgetting or bringing what we didn't ask for. Rice was over cooked & meat was extremely hard that I gave up eating my meal. All together, disappointed.",1
"This was not the best I Hop but, it was very popular while it lasted. It closed down a while ago. I wonder what they are going to open up there next. I reccommend others to go to the Norwood I Hop. Eventhough it gets a bit crowded, the food is very tasty!",2
"I'm a big fan of IHOP... having said that I must tell you this one is quite dirty, the service is definitely not professional, and even the food was below average. I had fish and chips basket, the fish reached temperatures upward of 300 degrees, whatever it was, it was enough to burn my mouth and tongue, and that set the theme for the rest of the meal. You can't really enjoy below average food when your mouth is burned. I wouldn't go here again. Maybe it was late at night, but still, we were paying for the food for heaven's sake, it wasn't free.",2
"Just thinking of this place makes me want to vomit.

Now I love a good IHOP after a night out but when a couple friends and I stopped here on our way home from RI we were in for quite a surprise.

First of all this place was dirty and the waitresses appearance was way under par. I'm sorry but I don't think that looking for good personal hygiene in a waitress is too much to ask for. They both looked sloppy and dirty - giving off the feeling that they honestly couldn't give a shit. Which they probably don't I mean look at where they work but whatever it was their choice. If we hadn't been searching for a place to eat for hours we definitely would not have stayed.

By the time our food had arrived we had all lost our appetite and I don't remember any of us actually eating a whole lot. We payed our bill and ran home to shower and puke.",1
"They are now out of business, the building sits empty.

The place was god awful, and this outcome was expected.",2
"Ok, I understand there is not much variety for food in the Kendall Square area but this place is not really all that good. I have been in Kendall for over 7 years and at first I used to go here because it was a lot better and cheap, than you have an ownership change and the quality of food just isn't the same. The last few times I've been there I have been very disappointed, so it's been quite a while since I've been back. Also, some co-workers have tried to go by for some slices in the past few weeks and the place was closed at peak lunch hours, not sure what that is all about but it does make you wonder.

UPDATE: A co-worker of mine saw them removing chairs from the restaurant on January 24th, maybe they are remodeling or actually are closed.",2
"This place is absolutely horrendous if you're planning on eating. A smoothie is the only item on the menu that's worth the trip, but since Boston is usually cold most of the year, your best bet is to sprint somewhere else and forget the place in its entirety.. But....just in case you do eat there, I am warning you, you will feel sick to your stomach when you come to the realization that in a matter of five minutes  you just stuffed yourself with a big buritto full of absolute crap, down your throat. The salads appear fresh, but when you taste them, they taste mushy. The dressings are really oily, and the teriyaki in the Asian burrito is way too sweet. It's almost as if someone poured a pack of sugar right on top of your burrito. I know I'm being a little harsh, but I seriously can't understand why the line is practically out the door when I come here. 
 P.S. They only have white rice unlike the Purple Cactus which offers you brown, and they only have two tortilla options.",1
"Forget this place and go somewhere with better food at half the price. The smoothies are devent, but like the rest of the stuff here OVERPRICED. The burritos are mediocre at best. Since when does it cost so much for some beans and rice wrapped in a flour tortilla??

The veggies never taste fresh, which is a huge part of good simple cooking. The chicken is and beef are bland.

If you like this kind of stuff, go to Anna's. Skip The Wrap-- overpriced bad food.",1
"I went to Roy's this past weekend on a date, and it was not the wonderful Roy's experience that I usually have. I'm giving one star for the great cocktails and one star for the food  The atmosphere (which is usually lively) was V-E-R-Y depressing in such a large space, kind of like Jack Nicholson sitting at the hotel bar by himself in ""The Shining"".  It was REALLY slow for a weekend night.  The piano player in the bar was dreadful! I think he's fired up for the Paul McCartney show on the 15th, because he played about 4 Beatles tunes practically in a row.  Seriously, that guy is as creepy as the dude that plays music at The Tavern at Phipps.  My friends and I practically live across the street and we usually love this place, so I hope that they can rebound and get their groove back.",2
"Just bought 2 beef and been borritos. Freaking Nasty!!
Whatever was in them was rotten the tortillas was covered in what looks and smells like axle grease and crap!!.  My dog wouldn't eat it.
And as far as there hamburgers, if you like fake meat bad tomatoes and burned buns. 
This would be your place. 
If your hungry I would suggest the Porta potty at the construction job down the road.",1
"Now known as UFood Grill, the gimmick for this place is regular food with a ""healthy"" twist. They've got your usual burgers and fries and salads and all that but they supposedly make them better for you. 

I'm all for healthier eating (especially considering the obesity rate in this country) but as far as I can tell the stuff here isn't THAT healthy and it isn't really that tasty either. I also find it hilarious that it's right across from a McDonald's...which I would rather go to instead to be honest. 

For instance, I had the Chipotle Turkey Burger at 620 calories plus some UnFries at 225 calories. That's not really what I would call a ""healthy"" low calorie lunch. All the burgers are also around 600 calories. In comparison, a McDonald's Big Mac has 540 calories and a regular cheeseburger has 300. Say what? Yeah that's right, McDonald's stuff has less calories then this supposed ""healthy"" place. Granted the fries at McDonald's are higher in calories but you know what, the ""UnFries"" come in small portions, aren't that low calorie, and don't taste as good. 

My take? Too expensive (seriously go get the a burger off the dollar menu at McDonald's...less calories and like $6 cheaper) and it doesn't really live up to the healthy hype not to mention it doesn't taste amazing either. Save your money.",2
"Anybody for reheated leftover food? Throughly dissapointed with my last trip there. I ordered the chicken putanesca. The chicken breast was cold and dry and tasted like rubber. So I call the waitress and she offers to get me a new piece. 30 secs later she comes up  with a new piece. Wow thats freshly prepared just for me. The pasta and the sauce looked like a gooey mush. The Sonic next door  serves better frozen ""fresh"" food. My last trip to this place. Save your money.",1
"Gordon Ramsey would have a field day here. We decided to try the restaurant as we used to be regulars at the Y.

We sat in the UGLY Senoritas side and my husband ordered Mexican, I ordered off the Nunzia's menu. We ordered table side guac, that was not prepared tableside, but came out barely smashed and with no seasoning at all. I had to request some lime and smash it with a fork. pitiful.

My steak at $24 was very small and thin and a poor cut and overcooked. I had it with a side of greasy over cooked asparagus and the most Knorr package tasting pitiful excuse for a demi glace I may have actually ever encountered. I have had a better filet on an airplane.

My husband's fajitas came out dead and were terribly salty and had a weird aftertaste. His beans and rice were cold and the setup for his fajitas looked as if it had been sitting out for days with brown guac, wilted lettuce and the cheese was hardening.

The whole disgusting mess cost $56!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

I'm just really, really mad about this and wish I would have just driven a little further into town. Why does everything out here have to be sub par??????????????????",1
"Sigh.  Another one bites the dust.

Seriously, I seem to be in a bad phase: almost every place I've gone in the past 2 weeks has either spiraled down into a hell hole or has blown chunks from the get-go.  Maybe it's me: maybe I'm PMS'ing.

The Y/Nunzia's/Senorita's....WTF??

Phase 1:  The Y  c. June 2005-May 2007

Eclectic, innovative food served in an architecturally beautiful building with a gorgeous bar and dining room, or outside seating amidst fountains, Onion Creek and a well-stocked (and extremely well-staffed) bar.  No turnover in the wait staff, on-hands engaging owners.

Phase 2: Nunzia's, c. May 2007-May 2008

Well...they dumbed down their menu and food cost by adding an Italian feature and trimming the number of selections.  The food is still good, but it's no longer innovative.  Some of the wait staff has departed.  The restaurant is much emptier on a regular basis.

Phase 3: Senoritas Cantina/Nunzia's c. June 2008-now

WTF is probably too base, too coarse, but...WTF???  One side has been turned into a cheap-ass Mexican cantina.  In fact, their lunch menu actually says El Cheapo.  I'm not making this up.  But, just to confuse matters, the other side of the wall is STILL NUNZIA'S.  WTF??  The only way you know (except by asking the obviously shell-shocked wait staff) is that there aren't tacky paintings and party-store plastic hot peppers on the Nunzia's side.  And the food??  Can you say Applebee's-meets-Taco Bell?

Obviously the 2nd owners have absolutely no friggin' clue why the restaurant they bought had clientele, nor any idea how to run a restaurant.  If this place is still open in 3 months, I'll be shocked.  It's no longer upscale, but it's too upscale to grab the construction crew crowd (I don't care whether it says El Cheapo on the menu or not), and it's too pedestrian to grab anyone with more than 2-1/2 taste buds.

Maybe 2 stars is 2 many.  I'll keep them there for the memories and hope someone buys this place who has any semblance of a clue.",2
"I agree - WTF?   Had an early dinner at the Y, aka Nunzia, now Senorita's?  Never saw a senorita and if she's the one cooking, the place definitely won't last.  Menu was unimpressive as was the food.  Prices way too high for what you get.  Their Mojitos tasted like watered down rum with weeds in it and at $8 each, we felt seriously jipped.  

Sorry, but it would be better to drive out 71 a little farther or simply stopping at the McD for a quick bite.",1
"The menu looks like someone took magnetic poetry sets for Sbarros, Boston Market, and Boloco and scrambled them all up. 

The choices are weird. Chicken parmesan...on a tortilla? With broccoli and brown rice on the side? It's like the meal I put together when I haven't gotten to the store.

Also, their menu includes things that do not sound like food. Several items include ""protein fuel"" or some kind of cheese called ""parmarella."" What??? You know that was mixed up in a lab.

Call me a hippie or a foodie or whatever, but I like eating whole, real foods I can identify. Also, if I want to lose weight, I'll eat *half* of a chicken parm sub, instead of a *whole* chicken parm tortilla shitparty.

I hate manly gyms, so I hated the atmosphere here. The presence of all those giant containers of protein powder and ""Meal Substitutes"" (aka energy bars) made me very uncomfortable. The music - and even the smell - made me glance around and make sure my H.S. gym teacher wasn't lurking, waiting to make me run laps.

The buffalo burger was passably good. No Big Mac, but tasty enough. For some reason, though, the patty was stamped out in a flower shape...which drew even more attention to the fact that it was a weird processed food.

Oh, and they don't have mayonnaise. SUCK.

They do use real plates and silverware, though. That was nice, but out of place.",1
"You couldn't pay me to come back here.

I don't know why people rave about this place - the lines are long, the food is mediocre, and the service is bad. Minus one more star for promoting their little GNC nook of crap in the same general vicinity of the food service area.",1
"I used to go here all the time over the summer, and never had a bad experience. Everything was very fresh and I found it all pretty flavorful. The burgers might not be a typical burger and the air fries might lack the greasy taste of Burger King fries, but Know Fat is supposed to be a healthy option for fast food. That being said, after having not been there for a while, I decided to head over today to pick up lunch. I got the roasted turkey wrap. I brought it home, unwrapped it and threw the whole thing away. I took one bite and had mayo dripping down my arm. Not ok. It was saturated. Now, i love me some mayo but not when its getting all over my arm. Plus, the wrap didn't even taste that great. I dont see how it could have gone SO downhill in the period of 3 months but it did. I dont think I will be back.

Despite my complaining, I will say that their health food shop is amazing. They have great bars and shakes. If anyone is really into fitness(like i am) this is great place to pick stuff up.",2
"I want to like this place more than I actually do. i like the idea of it. While the chipotle chicken sandwich is actually fairly good, other things are either bland (and healthy) or probably not that low in fat (and taste good). The thing about know fat is that the wait for your food can be pretty long... not great when you're trying to run in on lunch break. And the prices are  really high. Paying more than $10 on lunch in downtown crossing should never happen.",2
"Ehh. The lines are extremely long during lunch and the service is pretty slow. The setup of the store is also awkward as the order counter has a sort of cattle tunnel type that attempts to funnel people to the pickup area after they order.

I also found my food to be on the bland side. The upside is that this location offers some of the best people watching in the city.",2
"Low Fat Know Fat is the biggest racket on the modern downtown Boston lunch scene, and perhaps in Boston lunch history. A thinly veiled ""healthy"" fast food joint, this dump offers the same garbage of neighboring Wendy's but somehow dupes you into thinking it's good for you, justifying the jacked up price. Perhaps it's the ""educational"" menu boards or the protein powder and balance bars they sell in the corner (an odd thing to sell at an eatery!), but even a consumer with a keen eye for shifty marketeers falls for the gimmick.

 I ordered a burger and fries. My companion, a chicken burrito. The burger was ready in 3.2 seconds, which is not surprising given the careless nature with which it was prepared: bun not toasted, a tiny splurt of mustard (i only wanted mustard), and lettuce/tomato barely on the thing. I asked for more mustard; they doused it. The 2 dollar fries? They gave me about 10 of them, and they were soggy and (i could be mistaken) didn't seem very healthy. After the meal i felt gross, a very similar experience to the queasy post-McDonalds sensation. 

My companion writes this review-within-a-review: 
""I was starving, all I could think about was a sumptuous, (check sp) healthy meal...a monochromatic log of carbs was set forth before me - luke warm, with a reheated smell: white rice, yellow cheese, brown tortilla - where the f. are the greens? and not to forget the lycopenes i needed from the tomatoes. My first bite lodged itself in my throat only to be washed down by the over priced bottle of water. Did you guys have this burrito delivered up here by donkey from Mexico? yeah, it was that stale. gimme my money back.""

In sum, this place angered me so much because they blantantly leave their promise unfulfilled.  My friend closed her review with this line, and I think it's a fitting end to this rant: instead of KnowFat you should be called CarboLoad. 
Go away.",1
"This place is quite mediocre, they claim to be all healthy and stuff, I'm not too sure about that. They have these fries called air fries, I have yet to find out how are they different from other fries... they were not as greasy as some of the other places, this much I'd say. I had their Chipotle Chicken sandwich which was kinda dry and tasted ok. They have a complete supplements store inside, you can buy your protein shakes etc.",2
"Hey EVERYBODY! Let's all get HEALTHY********

But first come with me down my list of what we will need to eat first:

1. One large Chacarero combo with everything.

2. Large Sausage and Peppers from the cart next to Macy's

3. Falafel King roll up with hummus and everything

4. Lagrassa's large Turkey, Lettuce Tomato and Mayo

5. Silvertone Meatloaf w/ garlic mashed and gravy (have a Manhattan too)

6. Herrera's large beef burrito

There. Now we can begin.

Once inside KnowFat Lifestyle Grill .  Smell food, taste food

Puke everything good you already ate.

Go home thinner.

in conclusion - why eat here when there is GOOD food all around you.

and I didn't even mention Chinatown",1
"Uhh.. I'm not sure why anyone is under the impression that the food here is healthy. The reason they call it ""Know Fat"" instead of ""Low Fat"" is because they advertise the fat content of their food. There's an implied air of health, but that's all they are saying: we advertise how fattening our food is. Read the fine print and you'll see they make no claims about actually being healthy. And would you honestly trust the health advice of a place that also sells mad sugary, ultra-caffeinated drinks like Cocaine and ""Pimp Juice""?
This review just turned into a rant, but it's warranted. If you care about yourself, start going to the gym and stick to places that sell fresh food, like Wild Greens. No place on earth makes a healthy buffalo chicken wrap or a bacon cheeseburger. That said, the food isn't terrible but downtown is full of better lunch destinations. Sebastians, Sam LaGrassa's, Chacarero, and Mediterranean Grill are just a few.",2
"Gross.

There's just so much wrong with this place.

First: What the eff is with the GNC?
Second: $$$  What?!?!?
Third: Food is nasty.  

I got some grilled veggie sandwich mess and BLECH.  Limp wilted veggies (except the nine whole baby carrots) a mess of melted cheese and all of this drenched in oil.  Proof positive that you can't be ""healthy"" just by calling yourself that.  

I added the air fries and a soda on for $2 some odd dollars and they burnt the effing fries.  Is this is why they changed their name and added that ridiculous logo?  (WTF kind of name is UFood?  Makes me think of: http://en.wikipedia.org/wiki/Hufu)


Bonus star added since I didn't vomit afterward.  Though that may have something to do with not finishing.",2
"I've been to many locations from this chain in the past with my girlfriend and I can say that this isn't one of their finest ones. I've been to this one about 4-5 times and each time I've been there they have messed up our orders. Not only that but we also had to wait for them to fix it; they get very busy during their peak hours and even after messing up, they never gave up priority over the customers coming in and next thing you know we spent about a half an hour there waiting for our food. That's a long time considering the food they prepare there.

The food itself is decent although I find it a bit sickning after a while. For some reason everytime I get their burritos, the first few bites are awesome but by the time I get through two thirds of it I get really nautious. Can't figure out why but it's happened multiple times. Their steak tips are good and I really enjoy their ""air fries"".

One thing about this place which really sucks is the prices. They are very, very excessive. Grab a plate and a smoothie and you'll top off at almost 15-20 bucks. That's really excessive for what you get.

I guess Know Fat Low Fat was cool at first, but now it's just bleh.",2
"I'm all for the concept. Unfortunately KnowFat fails to deliver. Pay twice as much as you would at a fast food place for a meal that tastes half as good.  I've been there at least 5 times because I had a gift certificate, and for every dish I could have gotten something cheaper and better a few blocks away.

PS the Buffalo Chicken wrap is terrible.",2
"So, I was jonesing for some brown rice for lunch downtown this afternoon and I found a Yelp talk thread re: brown rice that suggested Know Fat.  I've had their fries before, they're decent enough, so I headed down to Know Fat.  I ordered their steamed turkey tender entree with brown rice and brocolli.  Blech!  The turkey was tasteless and a bit on the rare side (I tend to like my poultry thoroughly cooked, thank you very much).  The brocolli was limp and the consistency of the brown rice was closer to instant white rice.  That'll teach me not to scroll down all of the reviews before wasting $10+ (?!?!) on a barely edible lunch.",1
"When this place first opened it was one of my favorite lunch spots. It was inexpensive, the food was all made fresh, generously portioned, tasted great and was apparently healthy.  Ever since they expanded, everything has gone in the toilet.  Their prices are outrageous, their portions are tiny (their regular size wrap used to be their small), their food is rarely freshly grilled anymore, their chicken is frozen and rubbery, and overall their food has become very bland a boring. 

They're trying to make it more appealing with fancy plates and a nice presentation and now a new name (UFood), but it's still the same food.  At practically every location you can walk to 10 other wrap shops and get food that's 100x better.",1
"One last update:  I decided to try one of their shakes today because I was looking for something cool to drink.  In retrospect, I really should have seen this coming, but my chocolate banana protein shake didn't taste like chocolate or banana, but rather protein.  And not fun protein, but the ground up stuff that they sell in those massive jugs at GNC, or at the protein shop thing in the restaurant itself. 

Basically, I've had it with this place.  The food isn't that great, their nutritional info can only be ascertained via the brochure (and isn't all that appealing for what seems to be a healthy living place), and there's a GNC-like place in it, which I find disconcerting.  Blech.  

The service isn't too bad, which may be the only redeeming factor, but there are much better places for food in Downtown Crossing (heck, the Quiznos next door is better).",1
"This is your general ""healthy food"" place, though they seem to be a bit more gung-ho than a place like B.Good, primarily because of what seems to be a GNC built into the location.  That kind of frightens me.

I'll give this place some credit:  I like their fries.   And this location is relatively clean and well-kept, and the employees are generally nice. And they have Diet Mountain Dew.

The burgers are a little tough though.  It's probably more the bacon than anything else.  I mean, it's tough bacon.  Not Rocky at the end of Rocky III tough, but tough.  The fries are good, though.

UPDATE:  I took a look at their nutritional info (Unlike b. good, they don't have it listed next to the food on their large menu thing, but rather in one of those pamphlet thingies)  I like my healthy burgers, even the bacon cheese ones, to have a little bit less on the fat side than 22 grams (13 non-sat, 9 sat).  So I've adjusted accordingly for both reasons above.",2
"If this is what China tastes like then I hope to never go!

I work down the street from this place and decided to try it for lunch because I was pressed for time and assumed that it would be quick. I was right it was out very fast the staff was very friendly and courteous. Unfortunately the food was not so friendly. I ordered the General Tso Chicken combo plate. I have to say it was the worst I have ever experienced. This place makes Panda Express look like PF Changs. The chicken was soggy and the sauce tasted nothing like the regular general tso chicken I have grown up eating. There are a few other chinese food options in the area that are 10 times better and close to the same price. Hit up one of those. Do not be seduced by the $5.99 sign...the food isn't worth $0.59.",2
"DO NOT EAT HERE.

I've eaten here 10 or 12 times, and I STRONGLY WARN you to stay away!!!

This business started off with decent food at a very reasonable price. I kept going back because the portions were big. It was GREAT!

Then it changed in summer 2012.

Suddenly all of the meat is gamey and over-salted. Like rotten meat covered up with salt. Two bites and your tongue will not let you eat more. Last night was the last time I leave having only eaten the rice. 


*** The Travis County Health Department needs to investigate this place ***

*** SERIOUSLY ***",1
"Whoa!  This is some nasty stuff!   Seriously, this may be the worst Chinese food I've had.  Except maybe that time in the Denver airport...",2
"What is there to say about ""Taste of China express"".  If you are looking for cheap Chinese food, this place is good for that, but remember, when you have cheap priced food, you will have cheap quality food.  Unless you arrive when they first open for the day, the food will always look like it has been sitting all day. This food here is also Extremely Salty, so salty that all the food taste alike.  There lo mein, is always dry and there egg rolls are a joke. I have been here a few times to eat.  I am the type of person who will not judge a place on my first visit.  So all in all, the staff here is usually polite and friendly. The place could be cleaned better and the food needs a lot less salt.  PS, I recommend that if you eat here, be prepared to have a restroom nearby afterwards, if you know what I mean lol",1
"My expectation: ""Please don't be worse than Panda Express""

Expectation met. Barely.

This is a good baseline for mediocre.  Anything worse is bad, anything better is good. This place just leaves you whelmed.",2
Seemed like a bunch of gang members running the place - food was cheap - but not worth the price - real dirty and unkept - food was tasteless,1
"Dear god... no! VERY sweet friendly staff, but my tea tasted like metal or mold, the food was slimy and too salty, I came hungry and left with a sour stomach. Sorry taste of china, you're SO cheap it's tempting... but unfortunately, it shows.",2
"If you desperately want Chinese food and on a limited amount of time, than Taste of China might be for you but I would not say its worth it. The price for the items you get is pretty good but the quality is ok. You do get a large amount of food. 

The few times I have been there, I've only gone through the drive through and you can be waiting for a bit. The speaker box never works, so each person has to drive up and order. They seem to make your order fresh and it can take a bi longer to get your order.

The food is ok. Your way better off at going to Panda Express but if you need Chinese right now and in the area, it might be your only option.",2
"Are you in the vicinity of Congress and Oltorf and in the mood for good, authentic Chinese food? Sorry, but you're in the wrong part of town. Some would argue you're in the wrong city.

Are you willing to settle for average Americanized Chinese food? Go down Oltorf to New Mandarin. 

Just want something vaguely Asian? Go to the HEB next door to Taste of China and buy some frozen eggrolls or one of those frozen P.F. Chang's meals. 

Are you literally starving to death, to the point where you don't have the energy to crawl to HEB? Then maybe go to Taste of China. But do not, DO NOT order the eggrolls. I think they are made of Soylent Green.

Negative Ten Stars.",1
"There's good bad Chinese, then there's just, well...what can I say?
I got the general tsaobwith lo mein. 
It's was all balls of dough with a hint of chicken in the middle.  The sauce was standard one would find at any low end Chinese takeout.  The lomein was orange in color and over cooked.  There was probably no nutritional value in the whole meal. I picked out some chicken and left the rest there.  Well it was cheap I guess at $6. 
My diet Pepsi was good.",1
